Request id,Pickup point,Driver id,Status,Request Date,Request Time,Request Day,Request Hour,Request Time Slot,Drop Date,Drop Time,Drop Day,Drop Hour,Drop Time Slot
703,City,70,Trip Completed,11-Jul-16,14:11:00,Monday,14,Afternoon,11-Jul-16,14:44:00,Monday,14,Afternoon
947,City,70,Trip Completed,11-Jul-16,18:37:00,Monday,18,Evening,11-Jul-16,19:04:00,Monday,19,Evening
2252,City,70,Trip Completed,12-Jul-16,18:26:00,Tuesday,18,Evening,12-Jul-16,19:00:00,Tuesday,19,Evening
2896,City,70,Trip Completed,13-Jul-16,05:59:51,Wednesday,5,Early Morning,13-Jul-16,07:13:25,Wednesday,7,Early Morning
3583,Airport,70,Trip Completed,13-Jul-16,18:31:39,Wednesday,18,Evening,13-Jul-16,19:25:25,Wednesday,19,Evening
4263,Airport,70,Trip Completed,14-Jul-16,06:10:32,Thursday,6,Early Morning,14-Jul-16,07:25:59,Thursday,7,Early Morning
4398,City,70,Trip Completed,14-Jul-16,08:03:25,Thursday,8,Morning,14-Jul-16,09:01:47,Thursday,9,Morning
5029,City,70,Trip Completed,14-Jul-16,19:16:39,Thursday,19,Evening,14-Jul-16,19:49:02,Thursday,19,Evening
5554,Airport,70,Trip Completed,15-Jul-16,05:37:40,Friday,5,Early Morning,15-Jul-16,06:10:15,Friday,6,Early Morning
5746,City,70,Trip Completed,15-Jul-16,07:52:17,Friday,7,Early Morning,15-Jul-16,08:33:38,Friday,8,Morning
5986,Airport,70,Trip Completed,15-Jul-16,11:35:04,Friday,11,Morning,15-Jul-16,12:30:23,Friday,12,Afternoon
6140,Airport,70,Trip Completed,15-Jul-16,15:54:52,Friday,15,Afternoon,15-Jul-16,16:59:06,Friday,16,Afternoon
6554,City,70,Trip Completed,15-Jul-16,20:58:09,Friday,20,Evening,15-Jul-16,21:56:10,Friday,21,Night
467,City,71,Trip Completed,11-Jul-16,09:20:00,Monday,9,Morning,11-Jul-16,10:17:00,Monday,10,Morning
615,City,71,Trip Completed,11-Jul-16,11:54:00,Monday,11,Morning,11-Jul-16,12:43:00,Monday,12,Afternoon
801,Airport,71,Trip Completed,11-Jul-16,17:11:00,Monday,17,Evening,11-Jul-16,18:24:00,Monday,18,Evening
1587,Airport,71,Trip Completed,12-Jul-16,06:31:00,Tuesday,6,Early Morning,12-Jul-16,07:42:00,Tuesday,7,Early Morning
1925,City,71,Trip Completed,12-Jul-16,11:06:00,Tuesday,11,Morning,12-Jul-16,11:51:00,Tuesday,11,Morning
2527,City,71,Trip Completed,12-Jul-16,21:11:00,Tuesday,21,Night,12-Jul-16,21:53:00,Tuesday,21,Night
3065,Airport,71,Trip Completed,13-Jul-16,07:55:48,Wednesday,7,Early Morning,13-Jul-16,08:26:59,Wednesday,8,Morning
5031,Airport,71,Trip Completed,14-Jul-16,19:12:52,Thursday,19,Evening,14-Jul-16,19:55:35,Thursday,19,Evening
160,Airport,72,Trip Completed,11-Jul-16,05:38:00,Monday,5,Early Morning,11-Jul-16,06:34:00,Monday,6,Early Morning
2029,City,72,Trip Completed,12-Jul-16,14:16:00,Tuesday,14,Afternoon,12-Jul-16,15:09:00,Tuesday,15,Afternoon
2543,City,72,Trip Completed,12-Jul-16,21:16:00,Tuesday,21,Night,12-Jul-16,21:53:00,Tuesday,21,Night
2941,Airport,72,Trip Completed,13-Jul-16,06:28:03,Wednesday,6,Early Morning,13-Jul-16,07:19:44,Wednesday,7,Early Morning
4766,City,72,Trip Completed,14-Jul-16,15:40:51,Thursday,15,Afternoon,14-Jul-16,16:28:14,Thursday,16,Afternoon
5349,Airport,72,Trip Completed,14-Jul-16,22:55:36,Thursday,22,Night,14-Jul-16,23:22:32,Thursday,23,Night
5409,Airport,72,Trip Completed,15-Jul-16,01:36:28,Friday,1,Late Night,15-Jul-16,02:46:45,Friday,2,Late Night
6698,Airport,72,Trip Completed,15-Jul-16,22:47:43,Friday,22,Night,15-Jul-16,23:51:58,Friday,23,Night
81,Airport,73,Trip Completed,11-Jul-16,04:47:00,Monday,4,Early Morning,11-Jul-16,06:00:00,Monday,6,Early Morning
370,City,73,Trip Completed,11-Jul-16,08:06:00,Monday,8,Morning,11-Jul-16,08:32:00,Monday,8,Morning
799,Airport,73,Trip Completed,11-Jul-16,17:07:00,Monday,17,Evening,11-Jul-16,17:53:00,Monday,17,Evening
1300,City,73,Trip Completed,11-Jul-16,22:31:00,Monday,22,Night,11-Jul-16,22:56:00,Monday,22,Night
1805,Airport,73,Trip Completed,12-Jul-16,09:11:00,Tuesday,9,Morning,12-Jul-16,10:03:00,Tuesday,10,Morning
2410,City,73,Trip Completed,12-Jul-16,20:05:00,Tuesday,20,Evening,12-Jul-16,20:59:00,Tuesday,20,Evening
2723,Airport,73,Trip Completed,13-Jul-16,02:18:57,Wednesday,2,Late Night,13-Jul-16,03:10:15,Wednesday,3,Late Night
3240,City,73,Trip Completed,13-Jul-16,10:06:24,Wednesday,10,Morning,13-Jul-16,10:35:55,Wednesday,10,Morning
3424,City,73,Trip Completed,13-Jul-16,15:48:23,Wednesday,15,Afternoon,13-Jul-16,16:53:47,Wednesday,16,Afternoon
4188,City,73,Trip Completed,14-Jul-16,05:29:47,Thursday,5,Early Morning,14-Jul-16,05:59:54,Thursday,5,Early Morning
5617,City,73,Trip Completed,15-Jul-16,06:25:50,Friday,6,Early Morning,15-Jul-16,07:36:28,Friday,7,Early Morning
5932,Airport,73,Trip Completed,15-Jul-16,10:09:21,Friday,10,Morning,15-Jul-16,11:21:25,Friday,11,Morning
6699,City,73,Trip Completed,15-Jul-16,22:47:07,Friday,22,Night,15-Jul-16,23:37:30,Friday,23,Night
285,City,74,Trip Completed,11-Jul-16,07:02:00,Monday,7,Early Morning,11-Jul-16,07:40:00,Monday,7,Early Morning
754,City,74,Trip Completed,11-Jul-16,16:06:00,Monday,16,Afternoon,11-Jul-16,16:53:00,Monday,16,Afternoon
1449,Airport,74,Trip Completed,12-Jul-16,04:53:00,Tuesday,4,Early Morning,12-Jul-16,05:57:00,Tuesday,5,Early Morning
2764,Airport,74,Trip Completed,13-Jul-16,03:58:16,Wednesday,3,Late Night,13-Jul-16,04:42:07,Wednesday,4,Early Morning
2859,City,74,Trip Completed,13-Jul-16,05:39:10,Wednesday,5,Early Morning,13-Jul-16,06:37:36,Wednesday,6,Early Morning
3036,Airport,74,Trip Completed,13-Jul-16,07:36:39,Wednesday,7,Early Morning,13-Jul-16,08:45:40,Wednesday,8,Morning
3934,Airport,74,Trip Completed,13-Jul-16,22:20:43,Wednesday,22,Night,13-Jul-16,23:25:38,Wednesday,23,Night
4486,City,74,Trip Completed,14-Jul-16,09:00:12,Thursday,9,Morning,14-Jul-16,09:39:07,Thursday,9,Morning
4996,City,74,Trip Completed,14-Jul-16,18:52:05,Thursday,18,Evening,14-Jul-16,19:44:24,Thursday,19,Evening
5133,Airport,74,Trip Completed,14-Jul-16,20:11:45,Thursday,20,Evening,14-Jul-16,20:45:59,Thursday,20,Evening
5887,City,74,Trip Completed,15-Jul-16,09:39:16,Friday,9,Morning,15-Jul-16,10:23:51,Friday,10,Morning
6402,Airport,74,Trip Completed,15-Jul-16,19:29:36,Friday,19,Evening,15-Jul-16,20:41:40,Friday,20,Evening
462,City,75,Trip Completed,11-Jul-16,09:14:00,Monday,9,Morning,11-Jul-16,10:30:00,Monday,10,Morning
817,City,75,Trip Completed,11-Jul-16,17:32:00,Monday,17,Evening,11-Jul-16,18:23:00,Monday,18,Evening
1790,Airport,75,Trip Completed,12-Jul-16,09:06:00,Tuesday,9,Morning,12-Jul-16,09:58:00,Tuesday,9,Morning
2014,City,75,Trip Completed,12-Jul-16,13:36:00,Tuesday,13,Afternoon,12-Jul-16,14:09:00,Tuesday,14,Afternoon
2165,City,75,Trip Completed,12-Jul-16,17:31:00,Tuesday,17,Evening,12-Jul-16,18:24:00,Tuesday,18,Evening
2627,City,75,Trip Completed,12-Jul-16,22:08:00,Tuesday,22,Night,12-Jul-16,22:56:00,Tuesday,22,Night
2968,City,75,Trip Completed,13-Jul-16,06:54:38,Wednesday,6,Early Morning,13-Jul-16,07:28:34,Wednesday,7,Early Morning
3282,Airport,75,Trip Completed,13-Jul-16,10:47:18,Wednesday,10,Morning,13-Jul-16,11:24:06,Wednesday,11,Morning
3544,City,75,Trip Completed,13-Jul-16,17:54:21,Wednesday,17,Evening,13-Jul-16,19:01:12,Wednesday,19,Evening
5552,Airport,75,Trip Completed,15-Jul-16,05:33:21,Friday,5,Early Morning,15-Jul-16,06:28:41,Friday,6,Early Morning
6657,Airport,75,Trip Completed,15-Jul-16,22:11:53,Friday,22,Night,15-Jul-16,23:13:20,Friday,23,Night
88,Airport,76,Trip Completed,11-Jul-16,04:54:00,Monday,4,Early Morning,11-Jul-16,06:07:00,Monday,6,Early Morning
201,City,76,Trip Completed,11-Jul-16,06:09:00,Monday,6,Early Morning,11-Jul-16,07:20:00,Monday,7,Early Morning
847,Airport,76,Trip Completed,11-Jul-16,17:49:00,Monday,17,Evening,11-Jul-16,18:48:00,Monday,18,Evening
1585,Airport,76,Trip Completed,12-Jul-16,06:30:00,Tuesday,6,Early Morning,12-Jul-16,07:27:00,Tuesday,7,Early Morning
2116,City,76,Trip Completed,12-Jul-16,16:33:00,Tuesday,16,Afternoon,12-Jul-16,17:09:00,Tuesday,17,Evening
2800,Airport,76,Trip Completed,13-Jul-16,04:58:26,Wednesday,4,Early Morning,13-Jul-16,05:27:13,Wednesday,5,Early Morning
3066,City,76,Trip Completed,13-Jul-16,07:57:03,Wednesday,7,Early Morning,13-Jul-16,08:44:39,Wednesday,8,Morning
3640,City,76,Trip Completed,13-Jul-16,19:05:17,Wednesday,19,Evening,13-Jul-16,19:46:35,Wednesday,19,Evening
4162,City,76,Trip Completed,14-Jul-16,05:06:45,Thursday,5,Early Morning,14-Jul-16,06:16:57,Thursday,6,Early Morning
4892,Airport,76,Trip Completed,14-Jul-16,17:59:40,Thursday,17,Evening,14-Jul-16,19:08:42,Thursday,19,Evening
5038,City,76,Trip Completed,14-Jul-16,19:20:13,Thursday,19,Evening,14-Jul-16,19:47:40,Thursday,19,Evening
6417,City,76,Trip Completed,15-Jul-16,19:44:20,Friday,19,Evening,15-Jul-16,20:44:57,Friday,20,Evening
376,City,77,Trip Completed,11-Jul-16,08:11:00,Monday,8,Morning,11-Jul-16,08:49:00,Monday,8,Morning
899,City,77,Trip Completed,11-Jul-16,18:09:00,Monday,18,Evening,11-Jul-16,19:16:00,Monday,19,Evening
1112,Airport,77,Trip Completed,11-Jul-16,20:15:00,Monday,20,Evening,11-Jul-16,21:07:00,Monday,21,Night
1444,City,77,Trip Completed,12-Jul-16,04:43:00,Tuesday,4,Early Morning,12-Jul-16,05:56:00,Tuesday,5,Early Morning
1993,City,77,Trip Completed,12-Jul-16,12:50:00,Tuesday,12,Afternoon,12-Jul-16,13:42:00,Tuesday,13,Afternoon
2417,City,77,Trip Completed,12-Jul-16,19:59:00,Tuesday,19,Evening,12-Jul-16,21:22:00,Tuesday,21,Night
3318,City,77,Trip Completed,13-Jul-16,12:25:28,Wednesday,12,Afternoon,13-Jul-16,13:07:25,Wednesday,13,Afternoon
3529,Airport,77,Trip Completed,13-Jul-16,17:53:17,Wednesday,17,Evening,13-Jul-16,18:36:10,Wednesday,18,Evening
4322,Airport,77,Trip Completed,14-Jul-16,07:04:32,Thursday,7,Early Morning,14-Jul-16,07:30:47,Thursday,7,Early Morning
5861,Airport,77,Trip Completed,15-Jul-16,09:11:35,Friday,9,Morning,15-Jul-16,10:26:32,Friday,10,Morning
6519,City,77,Trip Completed,15-Jul-16,20:44:17,Friday,20,Evening,15-Jul-16,21:32:35,Friday,21,Night
34,City,78,Trip Completed,11-Jul-16,02:20:00,Monday,2,Late Night,11-Jul-16,03:34:00,Monday,3,Late Night
637,Airport,78,Trip Completed,11-Jul-16,12:24:00,Monday,12,Afternoon,11-Jul-16,13:31:00,Monday,13,Afternoon
1005,City,78,Trip Completed,11-Jul-16,19:07:00,Monday,19,Evening,11-Jul-16,19:53:00,Monday,19,Evening
1293,City,78,Trip Completed,11-Jul-16,22:28:00,Monday,22,Night,11-Jul-16,23:24:00,Monday,23,Night
1664,Airport,78,Trip Completed,12-Jul-16,07:35:00,Tuesday,7,Early Morning,12-Jul-16,08:45:00,Tuesday,8,Morning
1915,City,78,Trip Completed,12-Jul-16,10:45:00,Tuesday,10,Morning,12-Jul-16,11:32:00,Tuesday,11,Morning
3262,Airport,78,Trip Completed,13-Jul-16,10:21:02,Wednesday,10,Morning,13-Jul-16,11:08:03,Wednesday,11,Morning
3546,City,78,Trip Completed,13-Jul-16,18:02:46,Wednesday,18,Evening,13-Jul-16,18:48:14,Wednesday,18,Evening
3977,Airport,78,Trip Completed,13-Jul-16,23:13:11,Wednesday,23,Night,13-Jul-16,23:50:19,Wednesday,23,Night
4300,City,78,Trip Completed,14-Jul-16,06:46:29,Thursday,6,Early Morning,14-Jul-16,07:59:18,Thursday,7,Early Morning
4680,City,78,Trip Completed,14-Jul-16,12:48:45,Thursday,12,Afternoon,14-Jul-16,13:34:02,Thursday,13,Afternoon
4812,City,78,Trip Completed,14-Jul-16,17:17:14,Thursday,17,Evening,14-Jul-16,18:20:41,Thursday,18,Evening
5972,Airport,78,Trip Completed,15-Jul-16,11:06:13,Friday,11,Morning,15-Jul-16,11:47:09,Friday,11,Morning
645,City,79,Trip Completed,11-Jul-16,12:39:00,Monday,12,Afternoon,11-Jul-16,13:51:00,Monday,13,Afternoon
732,Airport,79,Trip Completed,11-Jul-16,15:18:00,Monday,15,Afternoon,11-Jul-16,15:57:00,Monday,15,Afternoon
1215,Airport,79,Trip Completed,11-Jul-16,21:33:00,Monday,21,Night,11-Jul-16,22:28:00,Monday,22,Night
1450,Airport,79,Trip Completed,12-Jul-16,04:46:00,Tuesday,4,Early Morning,12-Jul-16,05:46:00,Tuesday,5,Early Morning
2044,Airport,79,Trip Completed,12-Jul-16,14:39:00,Tuesday,14,Afternoon,12-Jul-16,15:21:00,Tuesday,15,Afternoon
2420,Airport,79,Trip Completed,12-Jul-16,20:07:00,Tuesday,20,Evening,12-Jul-16,21:04:00,Tuesday,21,Night
3944,City,79,Trip Completed,13-Jul-16,22:33:08,Wednesday,22,Night,13-Jul-16,23:09:11,Wednesday,23,Night
4369,City,79,Trip Completed,14-Jul-16,07:37:30,Thursday,7,Early Morning,14-Jul-16,08:18:10,Thursday,8,Morning
5070,Airport,79,Trip Completed,14-Jul-16,19:33:31,Thursday,19,Evening,14-Jul-16,20:45:20,Thursday,20,Evening
5822,Airport,79,Trip Completed,15-Jul-16,08:53:59,Friday,8,Morning,15-Jul-16,09:40:06,Friday,9,Morning
6723,City,79,Trip Completed,15-Jul-16,23:19:28,Friday,23,Night,16-Jul-16,00:08:14,Saturday,0,Late Night
3,Airport,80,Trip Completed,11-Jul-16,00:24:00,Monday,0,Late Night,11-Jul-16,01:31:00,Monday,1,Late Night
70,City,80,Trip Completed,11-Jul-16,04:34:00,Monday,4,Early Morning,11-Jul-16,05:30:00,Monday,5,Early Morning
256,Airport,80,Trip Completed,11-Jul-16,06:44:00,Monday,6,Early Morning,11-Jul-16,07:38:00,Monday,7,Early Morning
702,Airport,80,Trip Completed,11-Jul-16,14:07:00,Monday,14,Afternoon,11-Jul-16,14:50:00,Monday,14,Afternoon
769,Airport,80,Trip Completed,11-Jul-16,16:21:00,Monday,16,Afternoon,11-Jul-16,17:25:00,Monday,17,Evening
1277,City,80,Trip Completed,11-Jul-16,22:04:00,Monday,22,Night,11-Jul-16,22:35:00,Monday,22,Night
2062,Airport,80,Trip Completed,12-Jul-16,15:00:00,Tuesday,15,Afternoon,12-Jul-16,15:54:00,Tuesday,15,Afternoon
2399,Airport,80,Trip Completed,12-Jul-16,19:51:00,Tuesday,19,Evening,12-Jul-16,20:35:00,Tuesday,20,Evening
2645,Airport,80,Trip Completed,12-Jul-16,22:46:00,Tuesday,22,Night,12-Jul-16,23:22:00,Tuesday,23,Night
3468,City,80,Trip Completed,13-Jul-16,17:08:17,Wednesday,17,Evening,13-Jul-16,17:46:15,Wednesday,17,Evening
3826,Airport,80,Trip Completed,13-Jul-16,21:16:30,Wednesday,21,Night,13-Jul-16,21:51:36,Wednesday,21,Night
5384,Airport,80,Trip Completed,14-Jul-16,00:03:40,Thursday,0,Late Night,14-Jul-16,01:03:59,Thursday,1,Late Night
6460,City,80,Trip Completed,15-Jul-16,20:09:35,Friday,20,Evening,15-Jul-16,20:52:51,Friday,20,Evening
269,City,81,Trip Completed,11-Jul-16,06:44:00,Monday,6,Early Morning,11-Jul-16,07:43:00,Monday,7,Early Morning
336,Airport,81,Trip Completed,11-Jul-16,07:50:00,Monday,7,Early Morning,11-Jul-16,08:44:00,Monday,8,Morning
1241,Airport,81,Trip Completed,11-Jul-16,21:38:00,Monday,21,Night,11-Jul-16,22:42:00,Monday,22,Night
1651,Airport,81,Trip Completed,12-Jul-16,07:21:00,Tuesday,7,Early Morning,12-Jul-16,07:59:00,Tuesday,7,Early Morning
1963,City,81,Trip Completed,12-Jul-16,11:58:00,Tuesday,11,Morning,12-Jul-16,13:01:00,Tuesday,13,Afternoon
2368,City,81,Trip Completed,12-Jul-16,19:32:00,Tuesday,19,Evening,12-Jul-16,20:23:00,Tuesday,20,Evening
3004,Airport,81,Trip Completed,13-Jul-16,07:17:33,Wednesday,7,Early Morning,13-Jul-16,08:26:41,Wednesday,8,Morning
3310,City,81,Trip Completed,13-Jul-16,11:55:29,Wednesday,11,Morning,13-Jul-16,12:57:04,Wednesday,12,Afternoon
3391,City,81,Trip Completed,13-Jul-16,14:34:59,Wednesday,14,Afternoon,13-Jul-16,15:50:57,Wednesday,15,Afternoon
4194,Airport,81,Trip Completed,14-Jul-16,05:27:03,Thursday,5,Early Morning,14-Jul-16,06:13:22,Thursday,6,Early Morning
5728,City,81,Trip Completed,15-Jul-16,07:42:06,Friday,7,Early Morning,15-Jul-16,08:45:07,Friday,8,Morning
6091,City,81,Trip Completed,15-Jul-16,14:37:20,Friday,14,Afternoon,15-Jul-16,15:17:05,Friday,15,Afternoon
6748,Airport,81,Trip Completed,15-Jul-16,23:45:24,Friday,23,Night,16-Jul-16,00:51:38,Saturday,0,Late Night
286,City,82,Trip Completed,11-Jul-16,06:58:00,Monday,6,Early Morning,11-Jul-16,07:54:00,Monday,7,Early Morning
547,Airport,82,Trip Completed,11-Jul-16,10:01:00,Monday,10,Morning,11-Jul-16,10:47:00,Monday,10,Morning
574,City,82,Trip Completed,11-Jul-16,10:58:00,Monday,10,Morning,11-Jul-16,11:39:00,Monday,11,Morning
936,Airport,82,Trip Completed,11-Jul-16,18:28:00,Monday,18,Evening,11-Jul-16,19:25:00,Monday,19,Evening
1514,Airport,82,Trip Completed,12-Jul-16,05:41:00,Tuesday,5,Early Morning,12-Jul-16,06:18:00,Tuesday,6,Early Morning
1656,City,82,Trip Completed,12-Jul-16,07:26:00,Tuesday,7,Early Morning,12-Jul-16,08:35:00,Tuesday,8,Morning
2405,Airport,82,Trip Completed,12-Jul-16,20:01:00,Tuesday,20,Evening,12-Jul-16,20:53:00,Tuesday,20,Evening
3372,Airport,82,Trip Completed,13-Jul-16,14:03:18,Wednesday,14,Afternoon,13-Jul-16,14:37:56,Wednesday,14,Afternoon
4215,Airport,82,Trip Completed,14-Jul-16,05:40:49,Thursday,5,Early Morning,14-Jul-16,06:38:45,Thursday,6,Early Morning
6486,City,82,Trip Completed,15-Jul-16,20:26:16,Friday,20,Evening,15-Jul-16,21:08:34,Friday,21,Night
520,City,83,Trip Completed,11-Jul-16,09:47:00,Monday,9,Morning,11-Jul-16,10:43:00,Monday,10,Morning
1285,City,83,Trip Completed,11-Jul-16,22:13:00,Monday,22,Night,11-Jul-16,23:17:00,Monday,23,Night
3394,City,83,Trip Completed,13-Jul-16,14:51:48,Wednesday,14,Afternoon,13-Jul-16,15:32:12,Wednesday,15,Afternoon
3520,City,83,Trip Completed,13-Jul-16,17:43:14,Wednesday,17,Evening,13-Jul-16,18:36:58,Wednesday,18,Evening
4998,City,83,Trip Completed,14-Jul-16,18:52:48,Thursday,18,Evening,14-Jul-16,20:04:07,Thursday,20,Evening
5377,City,83,Trip Completed,14-Jul-16,23:42:02,Thursday,23,Night,15-Jul-16,00:39:38,Friday,0,Late Night
5759,City,83,Trip Completed,15-Jul-16,08:16:35,Friday,8,Morning,15-Jul-16,08:54:41,Friday,8,Morning
422,City,84,Trip Completed,11-Jul-16,08:42:00,Monday,8,Morning,11-Jul-16,09:56:00,Monday,9,Morning
578,Airport,84,Trip Completed,11-Jul-16,11:03:00,Monday,11,Morning,11-Jul-16,11:53:00,Monday,11,Morning
3035,City,84,Trip Completed,13-Jul-16,07:31:14,Wednesday,7,Early Morning,13-Jul-16,08:47:40,Wednesday,8,Morning
3728,Airport,84,Trip Completed,13-Jul-16,20:03:07,Wednesday,20,Evening,13-Jul-16,21:16:50,Wednesday,21,Night
4097,City,84,Trip Completed,14-Jul-16,03:15:23,Thursday,3,Late Night,14-Jul-16,04:05:22,Thursday,4,Early Morning
5184,City,84,Trip Completed,14-Jul-16,20:42:24,Thursday,20,Evening,14-Jul-16,21:49:56,Thursday,21,Night
5404,City,84,Trip Completed,15-Jul-16,01:12:58,Friday,1,Late Night,15-Jul-16,02:05:26,Friday,2,Late Night
5525,Airport,84,Trip Completed,15-Jul-16,05:18:23,Friday,5,Early Morning,15-Jul-16,06:36:52,Friday,6,Early Morning
6392,Airport,84,Trip Completed,15-Jul-16,19:24:23,Friday,19,Evening,15-Jul-16,20:31:59,Friday,20,Evening
603,Airport,85,Trip Completed,11-Jul-16,11:43:00,Monday,11,Morning,11-Jul-16,12:56:00,Monday,12,Afternoon
1956,City,85,Trip Completed,12-Jul-16,11:45:00,Tuesday,11,Morning,12-Jul-16,12:32:00,Tuesday,12,Afternoon
2914,Airport,85,Trip Completed,13-Jul-16,06:16:45,Wednesday,6,Early Morning,13-Jul-16,06:51:33,Wednesday,6,Early Morning
3434,Airport,85,Trip Completed,13-Jul-16,16:07:30,Wednesday,16,Afternoon,13-Jul-16,16:48:47,Wednesday,16,Afternoon
3454,City,85,Trip Completed,13-Jul-16,16:57:25,Wednesday,16,Afternoon,13-Jul-16,18:07:08,Wednesday,18,Evening
3809,City,85,Trip Completed,13-Jul-16,20:58:30,Wednesday,20,Evening,13-Jul-16,21:43:20,Wednesday,21,Night
3947,Airport,85,Trip Completed,13-Jul-16,22:39:30,Wednesday,22,Night,13-Jul-16,23:15:31,Wednesday,23,Night
4319,Airport,85,Trip Completed,14-Jul-16,06:54:47,Thursday,6,Early Morning,14-Jul-16,08:09:53,Thursday,8,Morning
4716,City,85,Trip Completed,14-Jul-16,13:36:45,Thursday,13,Afternoon,14-Jul-16,14:08:52,Thursday,14,Afternoon
5790,Airport,85,Trip Completed,15-Jul-16,08:31:42,Friday,8,Morning,15-Jul-16,09:40:10,Friday,9,Morning
6205,Airport,85,Trip Completed,15-Jul-16,17:26:43,Friday,17,Evening,15-Jul-16,18:38:55,Friday,18,Evening
6727,Airport,85,Trip Completed,15-Jul-16,23:25:29,Friday,23,Night,16-Jul-16,00:19:56,Saturday,0,Late Night
51,City,86,Trip Completed,11-Jul-16,03:34:00,Monday,3,Late Night,11-Jul-16,04:33:00,Monday,4,Early Morning
446,City,86,Trip Completed,11-Jul-16,09:07:00,Monday,9,Morning,11-Jul-16,10:08:00,Monday,10,Morning
1252,City,86,Trip Completed,11-Jul-16,21:51:00,Monday,21,Night,11-Jul-16,22:58:00,Monday,22,Night
1380,Airport,86,Trip Completed,12-Jul-16,01:01:00,Tuesday,1,Late Night,12-Jul-16,02:15:00,Tuesday,2,Late Night
1638,City,86,Trip Completed,12-Jul-16,07:15:00,Tuesday,7,Early Morning,12-Jul-16,07:50:00,Tuesday,7,Early Morning
2152,Airport,86,Trip Completed,12-Jul-16,17:25:00,Tuesday,17,Evening,12-Jul-16,17:55:00,Tuesday,17,Evening
3125,City,86,Trip Completed,13-Jul-16,08:45:44,Wednesday,8,Morning,13-Jul-16,09:19:27,Wednesday,9,Morning
3366,City,86,Trip Completed,13-Jul-16,13:45:51,Wednesday,13,Afternoon,13-Jul-16,14:34:41,Wednesday,14,Afternoon
4632,Airport,86,Trip Completed,14-Jul-16,11:21:39,Thursday,11,Morning,14-Jul-16,12:20:11,Thursday,12,Afternoon
5924,City,86,Trip Completed,15-Jul-16,10:09:09,Friday,10,Morning,15-Jul-16,10:47:56,Friday,10,Morning
6133,Airport,86,Trip Completed,15-Jul-16,15:43:08,Friday,15,Afternoon,15-Jul-16,16:15:26,Friday,16,Afternoon
6316,Airport,86,Trip Completed,15-Jul-16,18:35:07,Friday,18,Evening,15-Jul-16,19:07:32,Friday,19,Evening
6609,City,86,Trip Completed,15-Jul-16,21:44:29,Friday,21,Night,15-Jul-16,22:55:40,Friday,22,Night
246,Airport,87,Trip Completed,11-Jul-16,06:35:00,Monday,6,Early Morning,11-Jul-16,07:10:00,Monday,7,Early Morning
980,Airport,87,Trip Completed,11-Jul-16,19:00:00,Monday,19,Evening,11-Jul-16,20:15:00,Monday,20,Evening
1677,City,87,Trip Completed,12-Jul-16,07:38:00,Tuesday,7,Early Morning,12-Jul-16,08:16:00,Tuesday,8,Morning
4620,City,87,Trip Completed,14-Jul-16,10:59:15,Thursday,10,Morning,14-Jul-16,12:14:06,Thursday,12,Afternoon
4848,Airport,87,Trip Completed,14-Jul-16,17:33:47,Thursday,17,Evening,14-Jul-16,18:16:00,Thursday,18,Evening
5402,Airport,87,Trip Completed,15-Jul-16,01:06:24,Friday,1,Late Night,15-Jul-16,01:48:20,Friday,1,Late Night
5971,Airport,87,Trip Completed,15-Jul-16,11:04:56,Friday,11,Morning,15-Jul-16,11:47:41,Friday,11,Morning
6113,City,87,Trip Completed,15-Jul-16,15:15:03,Friday,15,Afternoon,15-Jul-16,16:22:39,Friday,16,Afternoon
6508,City,87,Trip Completed,15-Jul-16,20:40:24,Friday,20,Evening,15-Jul-16,21:39:52,Friday,21,Night
746,Airport,88,Trip Completed,11-Jul-16,15:47:00,Monday,15,Afternoon,11-Jul-16,16:34:00,Monday,16,Afternoon
1488,Airport,88,Trip Completed,12-Jul-16,05:31:00,Tuesday,5,Early Morning,12-Jul-16,06:38:00,Tuesday,6,Early Morning
1838,City,88,Trip Completed,12-Jul-16,09:40:00,Tuesday,9,Morning,12-Jul-16,10:10:00,Tuesday,10,Morning
2839,Airport,88,Trip Completed,13-Jul-16,05:20:59,Wednesday,5,Early Morning,13-Jul-16,06:05:31,Wednesday,6,Early Morning
4391,City,88,Trip Completed,14-Jul-16,07:52:04,Thursday,7,Early Morning,14-Jul-16,09:02:00,Thursday,9,Morning
4701,City,88,Trip Completed,14-Jul-16,13:09:42,Thursday,13,Afternoon,14-Jul-16,13:49:32,Thursday,13,Afternoon
5171,Airport,88,Trip Completed,14-Jul-16,20:29:51,Thursday,20,Evening,14-Jul-16,21:35:12,Thursday,21,Night
5962,City,88,Trip Completed,15-Jul-16,10:48:38,Friday,10,Morning,15-Jul-16,11:55:36,Friday,11,Morning
6118,City,88,Trip Completed,15-Jul-16,15:17:12,Friday,15,Afternoon,15-Jul-16,16:19:24,Friday,16,Afternoon
6450,City,88,Trip Completed,15-Jul-16,20:01:09,Friday,20,Evening,15-Jul-16,20:59:46,Friday,20,Evening
257,Airport,89,Trip Completed,11-Jul-16,06:38:00,Monday,6,Early Morning,11-Jul-16,07:50:00,Monday,7,Early Morning
708,Airport,89,Trip Completed,11-Jul-16,14:16:00,Monday,14,Afternoon,11-Jul-16,14:48:00,Monday,14,Afternoon
891,Airport,89,Trip Completed,11-Jul-16,18:10:00,Monday,18,Evening,11-Jul-16,19:14:00,Monday,19,Evening
